USPS,GEOID,NAME,INTPTLAT,INTPTLONG
MN,27071,Koochiching County,48.245489,-93.782842
MN,27073,Lac qui Parle County,44.999857,-96.176838
MN,27075,Lake County,47.517111,-91.411704
MN,27077,Lake of the Woods County,48.7681,-94.904633
MN,27079,Le Sueur County,44.373424,-93.730143
MN,27081,Lincoln County,44.408238,-96.272032
MN,27083,Lyon County,44.409195,-95.847268
MN,27085,McLeod County,44.821657,-94.272323
MN,27087,Mahnomen County,47.328387,-95.811089
MN,27089,Marshall County,48.362728,-96.357761
MN,27091,Martin County,43.677118,-94.537252
MN,27093,Meeker County,45.123155,-94.527346
MN,27095,Mille Lacs County,45.929043,-93.632996
MN,27097,Morrison County,46.020484,-94.266619
MN,27099,Mower County,43.666249,-92.759514
MN,27101,Murray County,44.015594,-95.761581
MN,27103,Nicollet County,44.358819,-94.245685
MN,27105,Nobles County,43.677686,-95.763132
MN,27107,Norman County,47.32947,-96.463807
MN,27109,Olmsted County,44.003429,-92.406722
MN,27111,Otter Tail County,46.405725,-95.714578
MN,27113,Pennington County,48.069247,-96.037725
MN,27115,Pine County,46.10094,-92.763094
MN,27117,Pipestone County,44.015361,-96.257015
MN,27119,Polk County,47.774254,-96.400027
MN,27121,Pope County,45.589623,-95.446705
MN,27123,Ramsey County,45.01525,-93.100141
MN,27125,Red Lake County,47.865487,-96.08718
MN,27127,Redwood County,44.403536,-95.254241
MN,27129,Renville County,44.723697,-94.955617
MN,27131,Rice County,44.350943,-93.298503
MN,27133,Rock County,43.669587,-96.263238
MN,27135,Roseau County,48.761068,-95.821504
MN,27137,St. Louis County,47.578635,-92.51457
MN,27139,Scott County,44.651805,-93.533731
MN,27141,Sherburne County,45.453176,-93.76913
MN,27143,Sibley County,44.575734,-94.230123
MN,27145,Stearns County,45.555235,-94.610482
MN,27147,Steele County,44.015261,-93.220453
MN,27149,Stevens County,45.593461,-95.992315
MN,27151,Swift County,45.27581,-95.690124
MN,27153,Todd County,46.066569,-94.900576
MN,27155,Traverse County,45.769935,-96.474832
MN,27157,Wabasha County,44.289693,-92.23334
MN,27159,Wadena County,46.586986,-94.988608
MN,27161,Waseca County,44.01846,-93.589844
MN,27163,Washington County,45.037929,-92.890117
MN,27165,Watonwan County,43.978109,-94.613798
MN,27167,Wilkin County,46.362335,-96.476657
MN,27169,Winona County,43.982268,-91.776708
MN,27171,Wright County,45.175091,-93.966396
MN,27173,Yellow Medicine County,44.715736,-95.862756
MS,28001,Adams County,31.486218,-91.351781
MS,28003,Alcorn County,34.886569,-88.581109
MS,28005,Amite County,31.203933,-90.795542
MS,28007,Attala County,33.09047,-89.588622
MS,28009,Benton County,34.810518,-89.200285
MS,28011,Bolivar County,33.799139,-90.88412
MS,28013,Calhoun County,33.936634,-89.337114
MS,28015,Carroll County,33.440795,-89.918887
MS,28017,Chickasaw County,33.921654,-88.945808
MS,28019,Choctaw County,33.345964,-89.251332
MS,28021,Claiborne County,31.97281,-90.915424
MS,28023,Clarke County,32.045374,-88.687976
MS,28025,Clay County,33.661733,-88.783326
MS,28027,Coahoma County,34.22867,-90.603165
MS,28029,Copiah County,31.866915,-90.448758
MS,28031,Covington County,31.633331,-89.548897
MS,28033,DeSoto County,34.874266,-89.99324
MS,28035,Forrest County,31.18858,-89.259447
MS,28037,Franklin County,31.477776,-90.895811
MS,28039,George County,30.855431,-88.642268
MS,28041,Greene County,31.212845,-88.634811
MS,28043,Grenada County,33.770031,-89.80274
MS,28045,Hancock County,30.391641,-89.482791
MS,28047,Harrison County,30.416536,-89.083376
MS,28049,Hinds County,32.267788,-90.466017
MS,28051,Holmes County,33.125942,-90.091197
MS,28053,Humphreys County,33.130996,-90.523421
MS,28055,Issaquena County,32.755539,-91.003535
MS,28057,Itawamba County,34.281075,-88.363127
MS,28059,Jackson County,30.456005,-88.625101
MS,28061,Jasper County,32.016989,-89.11943
MS,28063,Jefferson County,31.733633,-91.043878
MS,28065,Jefferson Davis County,31.565606,-89.826517
MS,28067,Jones County,31.616601,-89.168532
MS,28069,Kemper County,32.750136,-88.625631
MS,28071,Lafayette County,34.349298,-89.485903
MS,28073,Lamar County,31.197586,-89.506369
MS,28075,Lauderdale County,32.403998,-88.660449
MS,28077,Lawrence County,31.550009,-90.10753
MS,28079,Leake County,32.760737,-89.522236
MS,28081,Lee County,34.29237,-88.682439
MS,28083,Leflore County,33.54979,-90.294934
MS,28085,Lincoln County,31.535216,-90.453566
MS,28087,Lowndes County,33.471424,-88.439723
MS,28089,Madison County,32.63437,-90.03416
MS,28091,Marion County,31.230167,-89.821712
MS,28093,Marshall County,34.76619,-89.504231
MS,28095,Monroe County,33.89003,-88.485038
MS,28097,Montgomery County,33.500714,-89.639625
MS,28099,Neshoba County,32.752518,-89.119274
MS,28101,Newton County,32.40197,-89.118412
MS,28103,Noxubee County,33.106508,-88.566004
MS,28105,Oktibbeha County,33.422313,-88.876151
MS,28107,Panola County,34.365205,-89.963065
MS,28109,Pearl River County,30.774793,-89.586904
MS,28111,Perry County,31.169307,-88.988755
MS,28113,Pike County,31.177516,-90.397728
MS,28115,Pontotoc County,34.227081,-89.037239
MS,28117,Prentiss County,34.621104,-88.522179
MS,28119,Quitman County,34.252833,-90.290171
MS,28121,Rankin County,32.267123,-89.946063
MS,28123,Scott County,32.427127,-89.533209
MS,28125,Sharkey County,32.892395,-90.827613
MS,28127,Simpson County,31.902505,-89.917709
MS,28129,Smith County,32.019029,-89.494877
MS,28131,Stone County,30.790184,-89.112297
MS,28133,Sunflower County,33.605529,-90.59509
MS,28135,Tallahatchie County,33.954527,-90.172245
MS,28137,Tate County,34.649553,-89.943105
MS,28139,Tippah County,34.763618,-88.918819
MS,28141,Tishomingo County,34.737697,-88.236064
MS,28143,Tunica County,34.652201,-90.37177
MS,28145,Union County,34.489533,-89.002339
MS,28147,Walthall County,31.164492,-90.103431
MS,28149,Warren County,32.356095,-90.852384
MS,28151,Washington County,33.273174,-90.944446
MS,28153,Wayne County,31.642503,-88.678214
MS,28155,Webster County,33.612048,-89.283836
MS,28157,Wilkinson County,31.161091,-91.324617
MS,28159,Winston County,33.078724,-89.037391
MS,28161,Yalobusha County,34.030666,-89.703807
MS,28163,Yazoo County,32.765675,-90.387928
MO,29001,Adair County,40.190666,-92.603592
MO,29003,Andrew County,39.988863,-94.803551
MO,29005,Atchison County,40.431846,-95.437555
MO,29007,Audrain County,39.21448,-91.843415
MO,29009,Barry County,36.699378,-93.834326
MO,29011,Barton County,37.500799,-94.344089
MO,29013,Bates County,38.257217,-94.339246
MO,29015,Benton County,38.301036,-93.287942
MO,29017,Bollinger County,37.318346,-90.024604
MO,29019,Boone County,38.989861,-92.310202
MO,29021,Buchanan County,39.660369,-94.808173
MO,29023,Butler County,36.71518,-90.40313
MO,29025,Caldwell County,39.658998,-93.979179
MO,29027,Callaway County,38.835547,-91.923446
MO,29029,Camden County,38.026527,-92.765327
MO,29031,Cape Girardeau County,37.384141,-89.685658
MO,29033,Carroll County,39.427375,-93.500227
MO,29035,Carter County,36.944858,-90.945705
MO,29037,Cass County,38.646474,-94.354547
MO,29039,Cedar County,37.733655,-93.850014
MO,29041,Chariton County,39.517968,-92.96162
MO,29043,Christian County,36.969739,-93.187614
MO,29045,Clark County,40.407275,-91.729472
MO,29047,Clay County,39.315551,-94.421502
MO,29049,Clinton County,39.608723,-94.395803
MO,29051,Cole County,38.503233,-92.280027
MO,29053,Cooper County,38.845386,-92.812323
MO,29055,Crawford County,37.96656,-91.313933
MO,29057,Dade County,37.43235,-93.854878
MO,29059,Dallas County,37.683583,-93.033815
MO,29061,Daviess County,39.962839,-93.970053
MO,29063,DeKalb County,39.894665,-94.40719
MO,29065,Dent County,37.603075,-91.489716
MO,29067,Douglas County,36.946517,-92.515892
MO,29069,Dunklin County,36.306905,-90.065394
MO,29071,Franklin County,38.408313,-91.07341
MO,29073,Gasconade County,38.441183,-91.50578
MO,29075,Gentry County,40.208127,-94.405321
MO,29077,Greene County,37.258196,-93.340641
MO,29079,Grundy County,40.112541,-93.565054
MO,29081,Harrison County,40.34562,-93.992582
MO,29083,Henry County,38.386491,-93.792628
MO,29085,Hickory County,37.9367,-93.322834
MO,29087,Holt County,40.095724,-95.219072
MO,29089,Howard County,39.143365,-92.695926
MO,29091,Howell County,36.774369,-91.887368
MO,29093,Iron County,37.594364,-90.984682
MO,29095,Jackson County,39.005441,-94.343326
MO,29097,Jasper County,37.205197,-94.337259
MO,29099,Jefferson County,38.257599,-90.543542
MO,29101,Johnson County,38.741528,-93.811863
MO,29103,Knox County,40.136856,-92.146835
MO,29105,Laclede County,37.659688,-92.59484
MO,29107,Lafayette County,39.068705,-93.802639
MO,29109,Lawrence County,37.10659,-93.830551
MO,29111,Lewis County,40.084559,-91.728803
MO,29113,Lincoln County,39.062255,-90.962916
MO,29115,Linn County,39.86444,-93.108019
MO,29117,Livingston County,39.778587,-93.548201
MO,29119,McDonald County,36.630218,-94.343956
MO,29121,Macon County,39.829795,-92.56434
MO,29123,Madison County,37.473235,-90.345453
MO,29125,Maries County,38.162615,-91.923601
MO,29127,Marion County,39.807538,-91.635379
MO,29129,Mercer County,40.421413,-93.567631
MO,29131,Miller County,38.21668,-92.429876
MO,29133,Mississippi County,36.826264,-89.295929
MO,29135,Moniteau County,38.633037,-92.583642
MO,29137,Monroe County,39.49827,-92.006458
MO,29139,Montgomery County,38.935184,-91.465427
MO,29141,Morgan County,38.420807,-92.874835
MO,29143,New Madrid County,36.594261,-89.655948
MO,29145,Newton County,36.908364,-94.335021
MO,29147,Nodaway County,40.361136,-94.883146
MO,29149,Oregon County,36.68531,-91.401827
MO,29151,Osage County,38.464253,-91.859504
MO,29153,Ozark County,36.64959,-92.458549
MO,29155,Pemiscot County,36.209916,-89.785942
MO,29157,Perry County,37.71113,-89.802125
MO,29159,Pettis County,38.727367,-93.285207
MO,29161,Phelps County,37.866326,-91.790349
MO,29163,Pike County,39.339959,-91.171607
MO,29165,Platte County,39.378696,-94.761472
MO,29167,Polk County,37.616761,-93.400817
MO,29169,Pulaski County,37.824835,-92.207022
MO,29171,Putnam County,40.478606,-93.014531
MO,29173,Ralls County,39.553455,-91.524787
MO,29175,Randolph County,39.439249,-92.492959
MO,29177,Ray County,39.308401,-93.995746
MO,29179,Reynolds County,37.360857,-90.969516
MO,29181,Ripley County,36.648902,-90.86706
MO,29183,St. Charles County,38.781102,-90.674915
MO,29185,St. Clair County,38.039069,-93.773076
MO,29186,Ste. Genevieve County,37.885845,-90.161531
MO,29187,St. Francois County,37.810707,-90.473868
MO,29189,St. Louis County,38.640702,-90.445954
MO,29195,Saline County,39.13584,-93.204164
MO,29197,Schuyler County,40.469361,-92.519016
MO,29199,Scotland County,40.447686,-92.142824
MO,29201,Scott County,37.047793,-89.568098
MO,29203,Shannon County,37.152498,-91.391328
MO,29205,Shelby County,39.797531,-92.088719
MO,29207,Stoddard County,36.851557,-89.947481
MO,29209,Stone County,36.751004,-93.473701
MO,29211,Sullivan County,40.209587,-93.109783
MO,29213,Taney County,36.649827,-93.042819
MO,29215,Texas County,37.314257,-91.964478
MO,29217,Vernon County,37.850196,-94.341597
MO,29219,Warren County,38.761902,-91.159306
MO,29221,Washington County,37.942611,-90.897018
MO,29223,Wayne County,37.111106,-90.453801
MO,29225,Webster County,37.280804,-92.87608
MO,29227,Worth County,40.480192,-94.418748
MO,29229,Wright County,37.267636,-92.48001
MO,29510,St. Louis city,38.635699,-90.244582
MT,30001,Beaverhead County,45.133863,-112.892869
MT,30003,Big Horn County,45.407869,-107.518163
MT,30005,Blaine County,48.428282,-108.967648
MT,30007,Broadwater County,46.329849,-111.497873
MT,30009,Carbon County,45.224468,-109.028554
MT,30011,Carter County,45.516825,-104.515324
MT,30013,Cascade County,47.316443,-111.350571
MT,30015,Chouteau County,47.886834,-110.4362
MT,30017,Custer County,46.261414,-105.550352
MT,30019,Daniels County,48.794429,-105.541739
MT,30021,Dawson County,47.26613,-104.898271
MT,30023,Deer Lodge County,46.094672,-113.141624
MT,30025,Fallon County,46.318184,-104.405718
MT,30027,Fergus County,47.225221,-109.232138
MT,30029,Flathead County,48.314678,-114.054295
MT,30031,Gallatin County,45.518054,-111.163921
MT,30033,Garfield County,47.280033,-106.986706
MT,30035,Glacier County,48.705671,-112.990502
MT,30037,Golden Valley County,46.380624,-109.174586
MT,30039,Granite County,46.395955,-113.427356
MT,30041,Hill County,48.631959,-110.106321
MT,30043,Jefferson County,46.124232,-112.059428
MT,30045,Judith Basin County,47.032558,-110.30532
MT,30047,Lake County,47.642901,-114.083687
MT,30049,Lewis and Clark County,47.122105,-112.38289
MT,30051,Liberty County,48.559654,-111.036924
MT,30053,Lincoln County,48.552385,-115.463185
MT,30055,McCone County,47.629628,-105.757222
MT,30057,Madison County,45.32529,-111.91379
MT,30059,Meagher County,46.5857,-110.92174
MT,30061,Mineral County,47.154863,-115.064639
MT,30063,Missoula County,47.027263,-113.892691
MT,30065,Musselshell County,46.505281,-108.439763
MT,30067,Park County,45.421429,-110.53276
MT,30069,Petroleum County,47.141917,-108.226575
MT,30071,Phillips County,48.250143,-107.928897
MT,30073,Pondera County,48.228604,-112.220761
MT,30075,Powder River County,45.408926,-105.555344
MT,30077,Powell County,46.844225,-112.9311
MT,30079,Prairie County,46.812384,-105.503994
MT,30081,Ravalli County,46.077744,-114.105795
MT,30083,Richland County,47.785633,-104.563408
MT,30085,Roosevelt County,48.282747,-104.99517
MT,30087,Rosebud County,46.173233,-106.666746
MT,30089,Sanders County,47.756497,-115.180306
MT,30091,Sheridan County,48.705523,-104.533913
MT,30093,Silver Bow County,45.896232,-112.660071
MT,30095,Stillwater County,45.658577,-109.381702
MT,30097,Sweet Grass County,45.811292,-109.944796
MT,30099,Teton County,47.819035,-112.281725
MT,30101,Toole County,48.645125,-111.733472
MT,30103,Treasure County,46.209558,-107.280369
MT,30105,Valley County,48.34985,-106.670424
MT,30107,Wheatland County,46.497047,-109.857147
MT,30109,Wibaux County,46.962966,-104.274518
MT,30111,Yellowstone County,45.936987,-108.276656
NE,31001,Adams County,40.520632,-98.500044
NE,31003,Antelope County,42.183225,-98.058037
NE,31005,Arthur County,41.571944,-101.695898
NE,31007,Banner County,41.53975,-103.726263
NE,31009,Blaine County,41.92523,-99.990771
NE,31011,Boone County,41.703934,-98.070476
NE,31013,Box Butte County,42.21038,-103.081779
NE,31015,Boyd County,42.894448,-98.773022
NE,31017,Brown County,42.359562,-99.92392
NE,31019,Buffalo County,40.855226,-99.074983
NE,31021,Burt County,41.854179,-96.337746
NE,31023,Butler County,41.226072,-97.132039
NE,31025,Cass County,40.909878,-96.140609
NE,31027,Cedar County,42.60456,-97.25687
NE,31029,Chase County,40.53039,-101.694192
NE,31031,Cherry County,42.571323,-101.047653
NE,31033,Cheyenne County,41.214236,-103.011929
NE,31035,Clay County,40.523669,-98.05105
NE,31037,Colfax County,41.57496,-97.088945
NE,31039,Cuming County,41.915865,-96.788517
NE,31041,Custer County,41.393893,-99.726866
NE,31043,Dakota County,42.391645,-96.561356
NE,31045,Dawes County,42.711214,-103.134872
NE,31047,Dawson County,40.867378,-99.815154
NE,31049,Deuel County,41.111903,-102.332609
NE,31051,Dixon County,42.48528,-96.855862
NE,31053,Dodge County,41.577008,-96.645853
NE,31055,Douglas County,41.297091,-96.154066
NE,31057,Dundy County,40.180165,-101.681133
NE,31059,Fillmore County,40.52504,-97.596705
NE,31061,Franklin County,40.183203,-98.96208
NE,31063,Frontier County,40.530947,-100.406683
NE,31065,Furnas County,40.191865,-99.909663
NE,31067,Gage County,40.255234,-96.683453
NE,31069,Garden County,41.633364,-102.302985
NE,31071,Garfield County,41.906868,-98.951231
NE,31073,Gosper County,40.509095,-99.823206
NE,31075,Grant County,41.913957,-101.755965
NE,31077,Greeley County,41.567571,-98.530565
NE,31079,Hall County,40.866027,-98.502664
NE,31081,Hamilton County,40.872817,-98.022329
NE,31083,Harlan County,40.178766,-99.403418
NE,31085,Hayes County,40.537234,-101.047963
NE,31087,Hitchcock County,40.176896,-101.044217
NE,31089,Holt County,42.459287,-98.784766
NE,31091,Hooker County,41.920317,-101.117324
NE,31093,Howard County,41.216851,-98.513342
NE,31095,Jefferson County,40.175736,-97.143103
NE,31097,Johnson County,40.39501,-96.265367
NE,31099,Kearney County,40.50912,-98.947602
NE,31101,Keith County,41.194245,-101.644449
NE,31103,Keya Paha County,42.87548,-99.718351
NE,31105,Kimball County,41.199274,-103.703153
NE,31107,Knox County,42.634404,-97.891349
NE,31109,Lancaster County,40.783547,-96.688658
NE,31111,Lincoln County,41.050322,-100.744481
NE,31113,Logan County,41.542155,-100.443665
NE,31115,Loup County,41.897665,-99.509776
NE,31117,McPherson County,41.648414,-101.120851
NE,31119,Madison County,41.909929,-97.606856
NE,31121,Merrick County,41.169801,-98.031051
NE,31123,Morrill County,41.732204,-102.990594
NE,31125,Nance County,41.402385,-97.991408
NE,31127,Nemaha County,40.385236,-95.853056
NE,31129,Nuckolls County,40.176492,-98.046842
NE,31131,Otoe County,40.637992,-96.131027
NE,31133,Pawnee County,40.13785,-96.245225
NE,31135,Perkins County,40.857646,-101.627468
NE,31137,Phelps County,40.516365,-99.406557
NE,31139,Pierce County,42.271413,-97.610992
NE,31141,Platte County,41.576866,-97.513467
NE,31143,Polk County,41.187925,-97.570663
NE,31145,Red Willow County,40.16942,-100.468576
NE,31147,Richardson County,40.123743,-95.718603
NE,31149,Rock County,42.394749,-99.420851
NE,31151,Saline County,40.516802,-97.131755
NE,31153,Sarpy County,41.115064,-96.109125
NE,31155,Saunders County,41.223152,-96.640923
NE,31157,Scotts Bluff County,41.850331,-103.701549
NE,31159,Seward County,40.871944,-97.140383
NE,31161,Sheridan County,42.512289,-102.36828
NE,31163,Sherman County,41.218743,-98.972849
NE,31165,Sioux County,42.470612,-103.732111
NE,31167,Stanton County,41.905045,-97.177109
NE,31169,Thayer County,40.173845,-97.596263
NE,31171,Thomas County,41.84862,-100.506911
NE,31173,Thurston County,42.154061,-96.533943
NE,31175,Valley County,41.564094,-98.983484
NE,31177,Washington County,41.533973,-96.224577
NE,31179,Wayne County,42.210746,-97.126243
NE,31181,Webster County,40.180646,-98.49859
NE,31183,Wheeler County,41.922578,-98.520851
NE,31185,York County,40.873056,-97.596742
NV,32001,Churchill County,39.53771,-118.264165
NV,32003,Clark County,36.214257,-115.013812
NV,32005,Douglas County,38.905129,-119.609019
NV,32007,Elko County,41.141133,-115.351424
NV,32009,Esmeralda County,37.778966,-117.632382
NV,32011,Eureka County,39.977788,-116.272208
NV,32013,Humboldt County,41.407914,-118.127591
NV,32015,Lander County,39.90021,-117.04724
NV,32017,Lincoln County,37.634605,-114.863037
NV,32019,Lyon County,39.022213,-119.197425
NV,32021,Mineral County,38.516647,-118.416279
NV,32023,Nye County,37.965864,-116.459011
NV,32027,Pershing County,40.439639,-118.409477
NV,32029,Storey County,39.438385,-119.524646
NV,32031,Washoe County,40.734015,-119.662272
NV,32033,White Pine County,39.418234,-114.900605
NV,32510,Carson City,39.15306,-119.747379
NH,33001,Belknap County,43.519109,-71.425366
NH,33003,Carroll County,43.867774,-71.20156
NH,33005,Cheshire County,42.925455,-72.248217
NH,33007,Coos County,44.652548,-71.289431
NH,33009,Grafton County,43.926439,-71.842422
NH,33011,Hillsborough County,42.911532,-71.723055
NH,33013,Merrimack County,43.299579,-71.680041
NH,33015,Rockingham County,42.988599,-71.099072
NH,33017,Strafford County,43.293272,-71.035589
NH,33019,Sullivan County,43.361188,-72.222084
NJ,34001,Atlantic County,39.469354,-74.633758
NJ,34003,Bergen County,40.959698,-74.074727
NJ,34005,Burlington County,39.875786,-74.663006
NJ,34007,Camden County,39.802352,-74.961251
NJ,34009,Cape May County,39.086142,-74.847716
NJ,34011,Cumberland County,39.328434,-75.121628
NJ,34013,Essex County,40.7874,-74.246292
NJ,34015,Gloucester County,39.722875,-75.145679
NJ,34017,Hudson County,40.731375,-74.078601
NJ,34019,Hunterdon County,40.565283,-74.911969
NJ,34021,Mercer County,40.282503,-74.703724
NJ,34023,Middlesex County,40.439621,-74.40743
NJ,34025,Monmouth County,40.287048,-74.152446
NJ,34027,Morris County,40.858896,-74.547292
NJ,34029,Ocean County,39.865669,-74.258864
NJ,34031,Passaic County,41.03789,-74.29828
NJ,34033,Salem County,39.573828,-75.357356
NJ,34035,Somerset County,40.565527,-74.619938
NJ,34037,Sussex County,41.137461,-74.691914
NJ,34039,Union County,40.659871,-74.308696
NJ,34041,Warren County,40.853491,-75.009498
NM,35001,Bernalillo County,35.054002,-106.669064
NM,35003,Catron County,33.901858,-108.392088
NM,35005,Chaves County,33.361604,-104.469837
NM,35006,Cibola County,34.93205,-108.000374
NM,35007,Colfax County,36.612964,-104.64011
NM,35009,Curry County,34.572984,-103.346055
NM,35011,De Baca County,34.359273,-104.368696
NM,35013,Doña Ana County,32.34992,-106.834969
NM,35015,Eddy County,32.457835,-104.306434
NM,35017,Grant County,32.732087,-108.381504
NM,35019,Guadalupe County,34.869782,-104.784968
NM,35021,Harding County,35.85958,-103.851495
NM,35023,Hidalgo County,31.898052,-108.751929
NM,35025,Lea County,32.795687,-103.413271
NM,35027,Lincoln County,33.740841,-105.449805
NM,35028,Los Alamos County,35.870047,-106.307968
NM,35029,Luna County,32.184523,-107.747191
NM,35031,McKinley County,35.583878,-108.253266
NM,35033,Mora County,35.982841,-104.921898
NM,35035,Otero County,32.588776,-105.78098
NM,35037,Quay County,35.107018,-103.548071
NM,35039,Rio Arriba County,36.509669,-106.693983
NM,35041,Roosevelt County,34.021207,-103.483004
NM,35043,Sandoval County,35.685091,-106.883119
NM,35045,San Juan County,36.511624,-108.324578
NM,35047,San Miguel County,35.476859,-104.803519
NM,35049,Santa Fe County,35.514324,-105.965771
NM,35051,Sierra County,33.119468,-107.188161
NM,35053,Socorro County,33.991658,-106.939136
NM,35055,Taos County,36.576529,-105.637986
NM,35057,Torrance County,34.554977,-105.890553
NM,35059,Union County,36.488085,-103.475723
NM,35061,Valencia County,34.71684,-106.806582
NY,36001,Albany County,42.58824,-73.97401
NY,36003,Allegany County,42.247853,-78.026153
NY,36005,Bronx County,40.848711,-73.852939
NY,36007,Broome County,42.161977,-75.830283
NY,36009,Cattaraugus County,42.239099,-78.662332
NY,36011,Cayuga County,43.008546,-76.574587
NY,36013,Chautauqua County,42.304216,-79.407595
NY,36015,Chemung County,42.15528,-76.747179
NY,36017,Chenango County,42.478024,-75.602241
NY,36019,Clinton County,44.752712,-73.705643
NY,36021,Columbia County,42.247729,-73.626806
NY,36023,Cortland County,42.594039,-76.07624
NY,36025,Delaware County,42.193986,-74.966728
NY,36027,Dutchess County,41.75477,-73.740041
NY,36029,Erie County,42.752759,-78.778192
NY,36031,Essex County,44.109601,-73.778431
NY,36033,Franklin County,44.594376,-74.31067
NY,36035,Fulton County,43.115609,-74.423678
NY,36037,Genesee County,43.00091,-78.192778
NY,36039,Greene County,42.28697,-74.149542
NY,36041,Hamilton County,43.657879,-74.502456
NY,36043,Herkimer County,43.407489,-75.011683
NY,36045,Jefferson County,43.996389,-76.052968
NY,36047,Kings County,40.635045,-73.95064
NY,36049,Lewis County,43.782681,-75.44414
NY,36051,Livingston County,42.727485,-77.769779
NY,36053,Madison County,42.910026,-75.663575
NY,36055,Monroe County,43.464475,-77.664656
NY,36057,Montgomery County,42.900891,-74.435357
NY,36059,Nassau County,40.729612,-73.589414
NY,36061,New York County,40.776642,-73.970187
NY,36063,Niagara County,43.456731,-78.792142
NY,36065,Oneida County,43.242727,-75.434282
NY,36067,Onondaga County,43.006516,-76.196134
NY,36069,Ontario County,42.856357,-77.303497
NY,36071,Orange County,41.40241,-74.306252
NY,36073,Orleans County,43.502287,-78.229726
NY,36075,Oswego County,43.461443,-76.209262
NY,36077,Otsego County,42.629776,-75.028841
NY,36079,Putnam County,41.427904,-73.743882
NY,36081,Queens County,40.658566,-73.838017
NY,36083,Rensselaer County,42.710421,-73.513845
NY,36085,Richmond County,40.561263,-74.1399
NY,36087,Rockland County,41.154627,-74.024662
NY,36089,St. Lawrence County,44.488112,-75.074311
NY,36091,Saratoga County,43.106135,-73.855387
NY,36093,Schenectady County,42.817552,-74.043559
NY,36095,Schoharie County,42.591294,-74.438172
NY,36097,Schuyler County,42.419776,-76.938603
NY,36099,Seneca County,42.782294,-76.827088
NY,36101,Steuben County,42.266725,-77.385525
NY,36103,Suffolk County,40.943554,-72.692218
NY,36105,Sullivan County,41.719993,-74.771577
NY,36107,Tioga County,42.178057,-76.297456
NY,36109,Tompkins County,42.453006,-76.473483
NY,36111,Ulster County,41.947212,-74.265458
NY,36113,Warren County,43.555105,-73.838139
NY,36115,Washington County,43.312377,-73.439428
NY,36117,Wayne County,43.458758,-77.063164
NY,36119,Westchester County,41.15277,-73.745912
NY,36121,Wyoming County,42.701363,-78.228567
NY,36123,Yates County,42.638237,-77.104324
NC,37001,Alamance County,36.043954,-79.400573
NC,37003,Alexander County,35.920951,-81.177467
NC,37005,Alleghany County,36.489356,-81.132299
NC,37007,Anson County,34.974996,-80.109959
NC,37009,Ashe County,36.443469,-81.499334
NC,37011,Avery County,36.07209,-81.920285
NC,37013,Beaufort County,35.482313,-76.842014
NC,37015,Bertie County,36.059043,-76.962364
NC,37017,Bladen County,34.591938,-78.539489
NC,37019,Brunswick County,34.038754,-78.227765
NC,37021,Buncombe County,35.609374,-82.530415
NC,37023,Burke County,35.746182,-81.70618
NC,37025,Cabarrus County,35.388369,-80.552694
NC,37027,Caldwell County,35.957915,-81.530002
NC,37029,Camden County,36.342344,-76.162488
NC,37031,Carteret County,34.858343,-76.53586
NC,37033,Caswell County,36.394298,-79.339609
NC,37035,Catawba County,35.661883,-81.214906
NC,37037,Chatham County,35.704994,-79.251454
NC,37039,Cherokee County,35.136232,-84.061309
NC,37041,Chowan County,36.128979,-76.602752
NC,37043,Clay County,35.052997,-83.752264
NC,37045,Cleveland County,35.33463,-81.557114
NC,37047,Columbus County,34.261602,-78.639308
NC,37049,Craven County,35.116829,-77.08132
NC,37051,Cumberland County,35.050192,-78.828719
NC,37053,Currituck County,36.372174,-75.941224
NC,37055,Dare County,35.606269,-75.767536
NC,37057,Davidson County,35.795131,-80.207107
NC,37059,Davie County,35.929355,-80.542552
NC,37061,Duplin County,34.934403,-77.933543
NC,37063,Durham County,36.033822,-78.87812
NC,37065,Edgecombe County,35.917051,-77.602662
NC,37067,Forsyth County,36.132466,-80.256961
NC,37069,Franklin County,36.088241,-78.28309
NC,37071,Gaston County,35.293344,-81.177256
NC,37073,Gates County,36.442135,-76.702355
NC,37075,Graham County,35.348364,-83.830915
NC,37077,Granville County,36.299884,-78.657634
NC,37079,Greene County,35.481959,-77.681688
NC,37081,Guilford County,36.079065,-79.788665
NC,37083,Halifax County,36.251438,-77.644842
NC,37085,Harnett County,35.368635,-78.87161
NC,37087,Haywood County,35.557099,-82.972823
NC,37089,Henderson County,35.336415,-82.479741
NC,37091,Hertford County,36.363517,-76.981616
NC,37093,Hoke County,35.017233,-79.241964
NC,37095,Hyde County,35.408157,-76.153687
NC,37097,Iredell County,35.806355,-80.874539
NC,37099,Jackson County,35.279929,-83.122478
NC,37101,Johnston County,35.5134,-78.367311
NC,37103,Jones County,35.032268,-77.356195
NC,37105,Lee County,35.476336,-79.172117
NC,37107,Lenoir County,35.240068,-77.63551
NC,37109,Lincoln County,35.488491,-81.226892
NC,37111,McDowell County,35.682232,-82.048029
NC,37113,Macon County,35.152959,-83.421901
NC,37115,Madison County,35.864078,-82.712731
NC,37117,Martin County,35.847301,-77.119602
NC,37119,Mecklenburg County,35.246862,-80.833832
NC,37121,Mitchell County,36.013102,-82.163554
NC,37123,Montgomery County,35.334415,-79.906602
NC,37125,Moore County,35.308272,-79.492725
