LocationType,Location,Race,TimeFrame,DataFormat,Data
State,California,American Indian,2003,Percent,N.A.
State,California,Asian and Pacific Islander,2003,Percent,N.A.
State,California,Black or African American,2003,Percent,N.A.
State,California,Hispanic or Latino,2003,Percent,N.A.
State,California,Non-Hispanic White,2003,Percent,N.A.
State,California,Total,2003,Percent,0.066
State,California,American Indian,2000,Percent,N.A.
State,California,Asian and Pacific Islander,2000,Percent,N.A.
State,California,Black or African American,2000,Percent,N.A.
State,California,Hispanic or Latino,2000,Percent,N.A.
State,California,Non-Hispanic White,2000,Percent,N.A.
State,California,Total,2000,Percent,0.062
State,California,American Indian,2001,Percent,N.A.
State,California,Asian and Pacific Islander,2001,Percent,N.A.
State,California,Black or African American,2001,Percent,N.A.
State,California,Hispanic or Latino,2001,Percent,N.A.
State,California,Non-Hispanic White,2001,Percent,N.A.
State,California,Total,2001,Percent,0.063
State,California,American Indian,1999,Percent,N.A.
State,California,Asian and Pacific Islander,1999,Percent,N.A.
State,California,Black or African American,1999,Percent,N.A.
State,California,Hispanic or Latino,1999,Percent,N.A.
State,California,Non-Hispanic White,1999,Percent,N.A.
State,California,Total,1999,Percent,0.061
State,Colorado,American Indian,1999,Percent,N.A.
State,Colorado,Asian and Pacific Islander,1999,Percent,N.A.
State,Colorado,Black or African American,1999,Percent,N.A.
State,Colorado,Hispanic or Latino,1999,Percent,N.A.
State,Colorado,Non-Hispanic White,1999,Percent,N.A.
State,Colorado,Total,1999,Percent,0.083
State,Colorado,American Indian,2000,Percent,N.A.
State,Colorado,Asian and Pacific Islander,2000,Percent,N.A.
State,Colorado,Black or African American,2000,Percent,N.A.
State,Colorado,Hispanic or Latino,2000,Percent,N.A.
State,Colorado,Non-Hispanic White,2000,Percent,N.A.
State,Colorado,Total,2000,Percent,0.084
State,Colorado,American Indian,2001,Percent,N.A.
State,Colorado,Asian and Pacific Islander,2001,Percent,N.A.
State,Colorado,Black or African American,2001,Percent,N.A.
State,Colorado,Hispanic or Latino,2001,Percent,N.A.
State,Colorado,Non-Hispanic White,2001,Percent,N.A.
State,Colorado,Total,2001,Percent,0.085
State,Colorado,American Indian,2002,Percent,N.A.
State,Colorado,Asian and Pacific Islander,2002,Percent,N.A.
State,Colorado,Black or African American,2002,Percent,N.A.
State,Colorado,Hispanic or Latino,2002,Percent,N.A.
State,Colorado,Non-Hispanic White,2002,Percent,N.A.
State,Colorado,Total,2002,Percent,0.089
State,Colorado,American Indian,2003,Percent,N.A.
State,Colorado,Asian and Pacific Islander,2003,Percent,N.A.
State,Colorado,Black or African American,2003,Percent,N.A.
State,Colorado,Hispanic or Latino,2003,Percent,N.A.
State,Colorado,Non-Hispanic White,2003,Percent,N.A.
State,Colorado,Total,2003,Percent,0.09
State,Colorado,American Indian,2004,Percent,0.082
State,Colorado,Asian and Pacific Islander,2004,Percent,0.102
State,Colorado,Black or African American,2004,Percent,0.143
State,Colorado,Hispanic or Latino,2004,Percent,0.086
State,Colorado,Non-Hispanic White,2004,Percent,0.087
State,Colorado,Total,2004,Percent,0.09
State,Colorado,American Indian,2004,Number,49
State,Colorado,Total,2004,Number,6130
State,Colorado,Non-Hispanic White,2004,Number,3589
State,Colorado,Hispanic or Latino,2004,Number,1863
State,Colorado,Black or African American,2004,Number,420
State,Colorado,Asian and Pacific Islander,2004,Number,253
State,Colorado,Total,2005,Number,6325
State,Colorado,Non-Hispanic White,2005,Number,3705
State,Colorado,Hispanic or Latino,2005,Number,1888
State,Colorado,Black or African American,2005,Number,467
State,Colorado,Asian and Pacific Islander,2005,Number,249
State,Colorado,American Indian,2005,Number,51
State,Colorado,American Indian,2005,Percent,0.089
State,Colorado,Asian and Pacific Islander,2005,Percent,0.104
State,Colorado,Black or African American,2005,Percent,0.15
State,Colorado,Hispanic or Latino,2005,Percent,0.087
State,Colorado,Non-Hispanic White,2005,Percent,0.089
State,Colorado,Total,2005,Percent,0.092
State,Colorado,American Indian,2006,Percent,0.121
State,Colorado,Asian and Pacific Islander,2006,Percent,0.094
State,Colorado,Black or African American,2006,Percent,0.156
State,Colorado,Hispanic or Latino,2006,Percent,0.084
State,Colorado,Non-Hispanic White,2006,Percent,0.087
State,Colorado,Total,2006,Percent,0.089
State,Colorado,Non-Hispanic White,2007,Number,3649
State,Colorado,Hispanic or Latino,2007,Number,1903
State,Colorado,Black or African American,2007,Number,509
State,Colorado,Asian and Pacific Islander,2007,Number,272
State,Colorado,American Indian,2007,Number,71
State,Colorado,Total,2007,Number,6382
State,Colorado,Total,2006,Number,6317
State,Colorado,Non-Hispanic White,2006,Number,3654
State,Colorado,Hispanic or Latino,2006,Number,1914
State,Colorado,Black or African American,2006,Number,490
State,Colorado,Asian and Pacific Islander,2006,Number,226
State,Colorado,American Indian,2006,Number,74
State,Colorado,American Indian,2008,Percent,0.083
State,Colorado,Asian and Pacific Islander,2008,Percent,0.116
State,Colorado,Black or African American,2008,Percent,0.149
State,Colorado,Hispanic or Latino,2008,Percent,0.085
State,Colorado,Non-Hispanic White,2008,Percent,0.085
State,Colorado,Total,2008,Percent,0.089
State,Colorado,American Indian,2007,Percent,0.094
State,Colorado,Asian and Pacific Islander,2007,Percent,0.108
State,Colorado,Black or African American,2007,Percent,0.149
State,Colorado,Hispanic or Latino,2007,Percent,0.086
State,Colorado,Non-Hispanic White,2007,Percent,0.087
State,Colorado,Total,2007,Percent,0.09
State,Colorado,American Indian,2008,Number,60
State,Colorado,Total,2008,Number,6243
State,Colorado,Non-Hispanic White,2008,Number,3528
State,Colorado,Hispanic or Latino,2008,Number,1860
State,Colorado,Black or African American,2008,Number,516
State,Colorado,Asian and Pacific Islander,2008,Number,284
State,Colorado,Total,2013,Number,5718
State,Colorado,Non-Hispanic White,2013,Number,3304
State,Colorado,Hispanic or Latino,2013,Number,1551
State,Colorado,Black or African American,2013,Number,533
State,Colorado,Asian and Pacific Islander,2013,Number,285
State,Colorado,American Indian,2013,Number,72
State,Colorado,American Indian,2013,Percent,0.091
State,Colorado,Asian and Pacific Islander,2013,Percent,0.1
State,Colorado,Black or African American,2013,Percent,0.142
State,Colorado,Hispanic or Latino,2013,Percent,0.087
State,Colorado,Non-Hispanic White,2013,Percent,0.083
State,Colorado,Total,2013,Percent,0.088
State,Colorado,American Indian,2009,Percent,0.097
State,Colorado,Asian and Pacific Islander,2009,Percent,0.103
State,Colorado,Black or African American,2009,Percent,0.132
State,Colorado,Hispanic or Latino,2009,Percent,0.084
State,Colorado,Non-Hispanic White,2009,Percent,0.084
State,Colorado,Total,2009,Percent,0.088
State,Colorado,Total,2009,Number,6007
State,Colorado,Non-Hispanic White,2009,Number,3471
State,Colorado,Hispanic or Latino,2009,Number,1738
State,Colorado,Black or African American,2009,Number,452
State,Colorado,Asian and Pacific Islander,2009,Number,263
State,Colorado,American Indian,2009,Number,75
State,Colorado,American Indian,2010,Percent,0.077
State,Colorado,Asian and Pacific Islander,2010,Percent,0.119
State,Colorado,Black or African American,2010,Percent,0.132
State,Colorado,Hispanic or Latino,2010,Percent,0.082
State,Colorado,Non-Hispanic White,2010,Percent,0.085
State,Colorado,Total,2010,Percent,0.088
State,Colorado,Non-Hispanic White,2010,Number,3405
State,Colorado,Hispanic or Latino,2010,Number,1595
State,Colorado,Black or African American,2010,Number,472
State,Colorado,Asian and Pacific Islander,2010,Number,307
State,Colorado,American Indian,2010,Number,55
State,Colorado,Total,2010,Number,5811
State,Colorado,American Indian,2015,Percent,0.096
State,Colorado,Asian and Pacific Islander,2015,Percent,0.113
State,Colorado,Black or African American,2015,Percent,0.127
State,Colorado,Hispanic or Latino,2015,Percent,0.089
State,Colorado,Non-Hispanic White,2015,Percent,0.085
State,Colorado,Total,2015,Percent,0.09
State,Colorado,American Indian,2015,Number,77
State,Colorado,Asian and Pacific Islander,2015,Number,335
State,Colorado,Black or African American,2015,Number,512
State,Colorado,Hispanic or Latino,2015,Number,1611
State,Colorado,Non-Hispanic White,2015,Number,3459
State,Colorado,Total,2015,Number,6001
State,Colorado,Total,2011,Number,5640
State,Colorado,Non-Hispanic White,2011,Number,3405
State,Colorado,Hispanic or Latino,2011,Number,1481
State,Colorado,Black or African American,2011,Number,434
State,Colorado,Asian and Pacific Islander,2011,Number,263
State,Colorado,American Indian,2011,Number,58
State,Colorado,American Indian,2011,Percent,0.086
State,Colorado,Asian and Pacific Islander,2011,Percent,0.103
State,Colorado,Black or African American,2011,Percent,0.126
State,Colorado,Hispanic or Latino,2011,Percent,0.082
State,Colorado,Non-Hispanic White,2011,Percent,0.084
State,Colorado,Total,2011,Percent,0.087
State,Colorado,American Indian,2012,Percent,0.104
State,Colorado,Asian and Pacific Islander,2012,Percent,0.118
State,Colorado,Black or African American,2012,Percent,0.136
State,Colorado,Hispanic or Latino,2012,Percent,0.087
State,Colorado,Non-Hispanic White,2012,Percent,0.082
State,Colorado,Total,2012,Percent,0.088
State,Colorado,Total,2014,Number,5769
State,Colorado,Non-Hispanic White,2014,Number,3363
State,Colorado,Hispanic or Latino,2014,Number,1511
State,Colorado,Black or African American,2014,Number,517
State,Colorado,Asian and Pacific Islander,2014,Number,349
State,Colorado,American Indian,2014,Number,74
State,Colorado,Non-Hispanic White,2012,Number,3294
State,Colorado,Hispanic or Latino,2012,Number,1546
State,Colorado,Black or African American,2012,Number,490
State,Colorado,Asian and Pacific Islander,2012,Number,338
State,Colorado,American Indian,2012,Number,79
State,Colorado,Total,2012,Number,5749
State,Colorado,American Indian,2014,Percent,0.095
State,Colorado,Asian and Pacific Islander,2014,Percent,0.116
State,Colorado,Black or African American,2014,Percent,0.132
State,Colorado,Hispanic or Latino,2014,Percent,0.086
State,Colorado,Non-Hispanic White,2014,Percent,0.083
State,Colorado,Total,2014,Percent,0.088
State,Connecticut,American Indian,2014,Percent,0.123
State,Connecticut,Asian and Pacific Islander,2014,Percent,0.065
State,Connecticut,Black or African American,2014,Percent,0.113
State,Connecticut,Hispanic or Latino,2014,Percent,0.08
State,Connecticut,Non-Hispanic White,2014,Percent,0.066
State,Connecticut,Total,2014,Percent,0.076
State,Connecticut,American Indian,2012,Number,24
State,Connecticut,Total,2012,Number,2868
State,Connecticut,Non-Hispanic White,2012,Number,1378
State,Connecticut,Hispanic or Latino,2012,Number,702
State,Connecticut,Black or African American,2012,Number,621
State,Connecticut,Asian and Pacific Islander,2012,Number,187
State,Connecticut,Total,2014,Number,2763
State,Connecticut,Non-Hispanic White,2014,Number,1384
State,Connecticut,Hispanic or Latino,2014,Number,649
State,Connecticut,Black or African American,2014,Number,583
State,Connecticut,Asian and Pacific Islander,2014,Number,148
State,Connecticut,American Indian,2014,Number,38
State,Connecticut,American Indian,2011,Percent,0.086
State,Connecticut,Asian and Pacific Islander,2011,Percent,0.09
State,Connecticut,Black or African American,2011,Percent,0.116
State,Connecticut,Hispanic or Latino,2011,Percent,0.079
State,Connecticut,Non-Hispanic White,2011,Percent,0.066
State,Connecticut,Total,2011,Percent,0.077
State,Connecticut,American Indian,2012,Percent,0.098
State,Connecticut,Asian and Pacific Islander,2012,Percent,0.08
State,Connecticut,Black or African American,2012,Percent,0.12
State,Connecticut,Hispanic or Latino,2012,Percent,0.088
State,Connecticut,Non-Hispanic White,2012,Percent,0.065
State,Connecticut,Total,2012,Percent,0.079
State,Connecticut,Total,2011,Number,2883
State,Connecticut,Non-Hispanic White,2011,Number,1427
State,Connecticut,Hispanic or Latino,2011,Number,659
State,Connecticut,Black or African American,2011,Number,609
State,Connecticut,Asian and Pacific Islander,2011,Number,205
State,Connecticut,American Indian,2011,Number,22
State,Connecticut,American Indian,2015,Number,11
State,Connecticut,Asian and Pacific Islander,2015,Number,219
State,Connecticut,Black or African American,2015,Number,614
State,Connecticut,Hispanic or Latino,2015,Number,702
State,Connecticut,Non-Hispanic White,2015,Number,1332
State,Connecticut,Total,2015,Number,2836
State,Connecticut,American Indian,2015,Percent,S
State,Connecticut,Asian and Pacific Islander,2015,Percent,0.088
State,Connecticut,Black or African American,2015,Percent,0.123
State,Connecticut,Hispanic or Latino,2015,Percent,0.085
State,Connecticut,Non-Hispanic White,2015,Percent,0.065
State,Connecticut,Total,2015,Percent,0.079
State,Connecticut,American Indian,2010,Number,23
State,Connecticut,Total,2010,Number,3011
State,Connecticut,Non-Hispanic White,2010,Number,1504
State,Connecticut,Hispanic or Latino,2010,Number,703
State,Connecticut,Black or African American,2010,Number,642
State,Connecticut,Asian and Pacific Islander,2010,Number,188
State,Connecticut,American Indian,2010,Percent,0.082
State,Connecticut,Asian and Pacific Islander,2010,Percent,0.079
State,Connecticut,Black or African American,2010,Percent,0.122
State,Connecticut,Hispanic or Latino,2010,Percent,0.085
State,Connecticut,Non-Hispanic White,2010,Percent,0.068
State,Connecticut,Total,2010,Percent,0.08
State,Connecticut,Total,2009,Number,3127
State,Connecticut,Non-Hispanic White,2009,Number,1588
State,Connecticut,Hispanic or Latino,2009,Number,727
State,Connecticut,Black or African American,2009,Number,637
State,Connecticut,Asian and Pacific Islander,2009,Number,200
State,Connecticut,American Indian,2009,Number,22
State,Connecticut,American Indian,2009,Percent,0.08
State,Connecticut,Asian and Pacific Islander,2009,Percent,0.09
State,Connecticut,Black or African American,2009,Percent,0.117
State,Connecticut,Hispanic or Latino,2009,Percent,0.085
State,Connecticut,Non-Hispanic White,2009,Percent,0.07
State,Connecticut,Total,2009,Percent,0.08
State,Connecticut,American Indian,2013,Percent,0.098
State,Connecticut,Asian and Pacific Islander,2013,Percent,0.089
State,Connecticut,Black or African American,2013,Percent,0.118
State,Connecticut,Hispanic or Latino,2013,Percent,0.081
State,Connecticut,Non-Hispanic White,2013,Percent,0.066
State,Connecticut,Total,2013,Percent,0.078
State,Connecticut,Total,2013,Number,2820
State,Connecticut,Non-Hispanic White,2013,Number,1362
State,Connecticut,Hispanic or Latino,2013,Number,662
State,Connecticut,Black or African American,2013,Number,603
State,Connecticut,Asian and Pacific Islander,2013,Number,198
State,Connecticut,American Indian,2013,Number,30
State,Connecticut,Non-Hispanic White,2008,Number,1591
State,Connecticut,Hispanic or Latino,2008,Number,702
State,Connecticut,Black or African American,2008,Number,746
State,Connecticut,Asian and Pacific Islander,2008,Number,209
State,Connecticut,American Indian,2008,Number,19
State,Connecticut,Total,2008,Number,3237
State,Connecticut,American Indian,2007,Percent,0.115
State,Connecticut,Asian and Pacific Islander,2007,Percent,0.079
State,Connecticut,Black or African American,2007,Percent,0.123
State,Connecticut,Hispanic or Latino,2007,Percent,0.083
State,Connecticut,Non-Hispanic White,2007,Percent,0.071
State,Connecticut,Total,2007,Percent,0.081
State,Connecticut,American Indian,2008,Percent,S
State,Connecticut,Asian and Pacific Islander,2008,Percent,0.09
State,Connecticut,Black or African American,2008,Percent,0.132
State,Connecticut,Hispanic or Latino,2008,Percent,0.081
State,Connecticut,Non-Hispanic White,2008,Percent,0.066
State,Connecticut,Total,2008,Percent,0.08
State,Connecticut,Total,2006,Number,3395
State,Connecticut,Non-Hispanic White,2006,Number,1782
State,Connecticut,Hispanic or Latino,2006,Number,747
State,Connecticut,Black or African American,2006,Number,695
State,Connecticut,Asian and Pacific Islander,2006,Number,200
State,Connecticut,American Indian,2006,Number,16
State,Connecticut,American Indian,2007,Number,27
State,Connecticut,Total,2007,Number,3366
State,Connecticut,Non-Hispanic White,2007,Number,1774
State,Connecticut,Hispanic or Latino,2007,Number,729
State,Connecticut,Black or African American,2007,Number,692
State,Connecticut,Asian and Pacific Islander,2007,Number,191
State,Connecticut,American Indian,2006,Percent,S
State,Connecticut,Asian and Pacific Islander,2006,Percent,0.09
State,Connecticut,Black or African American,2006,Percent,0.124
State,Connecticut,Hispanic or Latino,2006,Percent,0.088
State,Connecticut,Non-Hispanic White,2006,Percent,0.069
State,Connecticut,Total,2006,Percent,0.081
State,Connecticut,American Indian,2005,Percent,S
State,Connecticut,Asian and Pacific Islander,2005,Percent,0.084
State,Connecticut,Black or African American,2005,Percent,0.131
State,Connecticut,Hispanic or Latino,2005,Percent,0.083
State,Connecticut,Non-Hispanic White,2005,Percent,0.068
State,Connecticut,Total,2005,Percent,0.08
State,Connecticut,American Indian,2005,Number,15
State,Connecticut,Total,2005,Number,3317
State,Connecticut,Non-Hispanic White,2005,Number,1786
State,Connecticut,Hispanic or Latino,2005,Number,664
State,Connecticut,Black or African American,2005,Number,690
State,Connecticut,Asian and Pacific Islander,2005,Number,189
State,Connecticut,Non-Hispanic White,2004,Number,1808
State,Connecticut,Hispanic or Latino,2004,Number,649
State,Connecticut,Black or African American,2004,Number,649
State,Connecticut,Asian and Pacific Islander,2004,Number,165
State,Connecticut,American Indian,2004,Number,S
State,Connecticut,Total,2004,Number,3273
State,Connecticut,American Indian,2004,Percent,S
State,Connecticut,Asian and Pacific Islander,2004,Percent,0.078
State,Connecticut,Black or African American,2004,Percent,0.123
State,Connecticut,Hispanic or Latino,2004,Percent,0.085
State,Connecticut,Non-Hispanic White,2004,Percent,0.067
State,Connecticut,Total,2004,Percent,0.078
State,Connecticut,American Indian,2002,Percent,N.A.
State,Connecticut,Asian and Pacific Islander,2002,Percent,N.A.
State,Connecticut,Black or African American,2002,Percent,N.A.
State,Connecticut,Hispanic or Latino,2002,Percent,N.A.
State,Connecticut,Non-Hispanic White,2002,Percent,N.A.
State,Connecticut,Total,2002,Percent,0.078
State,Connecticut,American Indian,2003,Percent,N.A.
State,Connecticut,Asian and Pacific Islander,2003,Percent,N.A.
State,Connecticut,Black or African American,2003,Percent,N.A.
State,Connecticut,Hispanic or Latino,2003,Percent,N.A.
State,Connecticut,Non-Hispanic White,2003,Percent,N.A.
State,Connecticut,Total,2003,Percent,0.075
State,Connecticut,American Indian,2000,Percent,N.A.
State,Connecticut,Asian and Pacific Islander,2000,Percent,N.A.
State,Connecticut,Black or African American,2000,Percent,N.A.
State,Connecticut,Hispanic or Latino,2000,Percent,N.A.
State,Connecticut,Non-Hispanic White,2000,Percent,N.A.
State,Connecticut,Total,2000,Percent,0.074
State,Connecticut,American Indian,2001,Percent,N.A.
State,Connecticut,Asian and Pacific Islander,2001,Percent,N.A.
State,Connecticut,Black or African American,2001,Percent,N.A.
State,Connecticut,Hispanic or Latino,2001,Percent,N.A.
State,Connecticut,Non-Hispanic White,2001,Percent,N.A.
State,Connecticut,Total,2001,Percent,0.074
State,Connecticut,American Indian,1999,Percent,N.A.
State,Connecticut,Asian and Pacific Islander,1999,Percent,N.A.
State,Connecticut,Black or African American,1999,Percent,N.A.
State,Connecticut,Hispanic or Latino,1999,Percent,N.A.
State,Connecticut,Non-Hispanic White,1999,Percent,N.A.
State,Connecticut,Total,1999,Percent,0.076
State,Delaware,American Indian,1999,Percent,N.A.
State,Delaware,Asian and Pacific Islander,1999,Percent,N.A.
State,Delaware,Black or African American,1999,Percent,N.A.
State,Delaware,Hispanic or Latino,1999,Percent,N.A.
State,Delaware,Non-Hispanic White,1999,Percent,N.A.
State,Delaware,Total,1999,Percent,0.086
State,Delaware,American Indian,2001,Percent,N.A.
State,Delaware,Asian and Pacific Islander,2001,Percent,N.A.
State,Delaware,Black or African American,2001,Percent,N.A.
State,Delaware,Hispanic or Latino,2001,Percent,N.A.
State,Delaware,Non-Hispanic White,2001,Percent,N.A.
State,Delaware,Total,2001,Percent,0.093
State,Delaware,American Indian,2000,Percent,N.A.
State,Delaware,Asian and Pacific Islander,2000,Percent,N.A.
State,Delaware,Black or African American,2000,Percent,N.A.
State,Delaware,Hispanic or Latino,2000,Percent,N.A.
State,Delaware,Non-Hispanic White,2000,Percent,N.A.
State,Delaware,Total,2000,Percent,0.086
State,Delaware,American Indian,2003,Percent,N.A.
State,Delaware,Asian and Pacific Islander,2003,Percent,N.A.
State,Delaware,Black or African American,2003,Percent,N.A.
State,Delaware,Hispanic or Latino,2003,Percent,N.A.
State,Delaware,Non-Hispanic White,2003,Percent,N.A.
State,Delaware,Total,2003,Percent,0.094
State,Delaware,American Indian,2002,Percent,N.A.
State,Delaware,Asian and Pacific Islander,2002,Percent,N.A.
State,Delaware,Black or African American,2002,Percent,N.A.
State,Delaware,Hispanic or Latino,2002,Percent,N.A.
State,Delaware,Non-Hispanic White,2002,Percent,N.A.
State,Delaware,Total,2002,Percent,0.099
State,Delaware,American Indian,2004,Percent,S
State,Delaware,Asian and Pacific Islander,2004,Percent,0.103
State,Delaware,Black or African American,2004,Percent,0.137
State,Delaware,Hispanic or Latino,2004,Percent,0.062
State,Delaware,Non-Hispanic White,2004,Percent,0.074
State,Delaware,Total,2004,Percent,0.09
State,Delaware,American Indian,2004,Number,S
State,Delaware,Total,2004,Number,1023
State,Delaware,Non-Hispanic White,2004,Number,479
State,Delaware,Hispanic or Latino,2004,Number,95
State,Delaware,Black or African American,2004,Number,397
State,Delaware,Asian and Pacific Islander,2004,Number,47
State,Delaware,Non-Hispanic White,2005,Number,496
State,Delaware,Hispanic or Latino,2005,Number,119
State,Delaware,Black or African American,2005,Number,430
State,Delaware,Asian and Pacific Islander,2005,Number,49
State,Delaware,American Indian,2005,Number,S
State,Delaware,Total,2005,Number,1106
State,Delaware,American Indian,2005,Percent,S
State,Delaware,Asian and Pacific Islander,2005,Percent,0.098
State,Delaware,Black or African American,2005,Percent,0.148
State,Delaware,Hispanic or Latino,2005,Percent,0.072
State,Delaware,Non-Hispanic White,2005,Percent,0.077
State,Delaware,Total,2005,Percent,0.095
State,Delaware,American Indian,2006,Percent,S
State,Delaware,Asian and Pacific Islander,2006,Percent,0.063
State,Delaware,Black or African American,2006,Percent,0.149
State,Delaware,Hispanic or Latino,2006,Percent,0.062
State,Delaware,Non-Hispanic White,2006,Percent,0.077
State,Delaware,Total,2006,Percent,0.093
State,Delaware,Non-Hispanic White,2007,Number,477
State,Delaware,Hispanic or Latino,2007,Number,157
State,Delaware,Black or African American,2007,Number,455
State,Delaware,Asian and Pacific Islander,2007,Number,49
State,Delaware,American Indian,2007,Number,S
State,Delaware,Total,2007,Number,1130
State,Delaware,American Indian,2006,Number,S
State,Delaware,Total,2006,Number,1108
State,Delaware,Non-Hispanic White,2006,Number,506
State,Delaware,Hispanic or Latino,2006,Number,117
State,Delaware,Black or African American,2006,Number,457
State,Delaware,Asian and Pacific Islander,2006,Number,31
State,Delaware,American Indian,2008,Percent,S
State,Delaware,Asian and Pacific Islander,2008,Percent,0.075
State,Delaware,Black or African American,2008,Percent,0.127
State,Delaware,Hispanic or Latino,2008,Percent,0.07
State,Delaware,Non-Hispanic White,2008,Percent,0.07
State,Delaware,Total,2008,Percent,0.085
State,Delaware,American Indian,2007,Percent,S
State,Delaware,Asian and Pacific Islander,2007,Percent,0.092
State,Delaware,Black or African American,2007,Percent,0.138
State,Delaware,Hispanic or Latino,2007,Percent,0.082
State,Delaware,Non-Hispanic White,2007,Percent,0.073
State,Delaware,Total,2007,Percent,0.093
State,Delaware,American Indian,2008,Number,S
State,Delaware,Total,2008,Number,1027
State,Delaware,Non-Hispanic White,2008,Number,449
State,Delaware,Hispanic or Latino,2008,Number,128
State,Delaware,Black or African American,2008,Number,418
State,Delaware,Asian and Pacific Islander,2008,Number,40
State,Delaware,Total,2013,Number,900
State,Delaware,Non-Hispanic White,2013,Number,403
State,Delaware,Hispanic or Latino,2013,Number,75
State,Delaware,Black or African American,2013,Number,384
State,Delaware,Asian and Pacific Islander,2013,Number,41
State,Delaware,American Indian,2013,Number,S
State,Delaware,American Indian,2013,Percent,S
State,Delaware,Asian and Pacific Islander,2013,Percent,0.076
State,Delaware,Black or African American,2013,Percent,0.126
State,Delaware,Hispanic or Latino,2013,Percent,0.056
State,Delaware,Non-Hispanic White,2013,Percent,0.068
State,Delaware,Total,2013,Percent,0.083
State,Delaware,American Indian,2009,Percent,S
State,Delaware,Asian and Pacific Islander,2009,Percent,0.093
State,Delaware,Black or African American,2009,Percent,0.132
State,Delaware,Hispanic or Latino,2009,Percent,0.061
State,Delaware,Non-Hispanic White,2009,Percent,0.068
State,Delaware,Total,2009,Percent,0.086
State,Delaware,Total,2010,Number,1016
State,Delaware,Non-Hispanic White,2010,Number,471
State,Delaware,Hispanic or Latino,2010,Number,94
State,Delaware,Black or African American,2010,Number,418
State,Delaware,Asian and Pacific Islander,2010,Number,38
State,Delaware,American Indian,2010,Number,S
State,Delaware,Non-Hispanic White,2009,Number,420
State,Delaware,Hispanic or Latino,2009,Number,100
State,Delaware,Black or African American,2009,Number,427
State,Delaware,Asian and Pacific Islander,2009,Number,48
State,Delaware,American Indian,2009,Number,S
State,Delaware,Total,2009,Number,994
State,Delaware,American Indian,2010,Percent,S
State,Delaware,Asian and Pacific Islander,2010,Percent,0.073
State,Delaware,Black or African American,2010,Percent,0.134
State,Delaware,Hispanic or Latino,2010,Percent,0.066
State,Delaware,Non-Hispanic White,2010,Percent,0.074
State,Delaware,Total,2010,Percent,0.089
State,Delaware,American Indian,2015,Percent,S
State,Delaware,Asian and Pacific Islander,2015,Percent,0.076
State,Delaware,Black or African American,2015,Percent,0.133
State,Delaware,Hispanic or Latino,2015,Percent,0.087
State,Delaware,Non-Hispanic White,2015,Percent,0.077
State,Delaware,Total,2015,Percent,0.093
State,Delaware,American Indian,2015,Number,S
State,Delaware,Asian and Pacific Islander,2015,Number,51
State,Delaware,Black or African American,2015,Number,417
State,Delaware,Hispanic or Latino,2015,Number,133
State,Delaware,Non-Hispanic White,2015,Number,457
State,Delaware,Total,2015,Number,1036
State,Delaware,Total,2011,Number,942
State,Delaware,Non-Hispanic White,2011,Number,404
State,Delaware,Hispanic or Latino,2011,Number,96
State,Delaware,Black or African American,2011,Number,401
State,Delaware,Asian and Pacific Islander,2011,Number,44
State,Delaware,American Indian,2011,Number,S
State,Delaware,American Indian,2012,Percent,S
State,Delaware,Asian and Pacific Islander,2012,Percent,0.071
State,Delaware,Black or African American,2012,Percent,0.119
State,Delaware,Hispanic or Latino,2012,Percent,0.066
State,Delaware,Non-Hispanic White,2012,Percent,0.071
State,Delaware,Total,2012,Percent,0.083
State,Delaware,American Indian,2011,Percent,S
State,Delaware,Asian and Pacific Islander,2011,Percent,0.08
State,Delaware,Black or African American,2011,Percent,0.129
State,Delaware,Hispanic or Latino,2011,Percent,0.068
State,Delaware,Non-Hispanic White,2011,Percent,0.065
State,Delaware,Total,2011,Percent,0.084
State,Delaware,Non-Hispanic White,2012,Number,433
State,Delaware,Hispanic or Latino,2012,Number,90
State,Delaware,Black or African American,2012,Number,358
State,Delaware,Asian and Pacific Islander,2012,Number,42
State,Delaware,American Indian,2012,Number,S
State,Delaware,Total,2012,Number,913
State,Delaware,American Indian,2014,Percent,S
State,Delaware,Asian and Pacific Islander,2014,Percent,0.087
State,Delaware,Black or African American,2014,Percent,0.121
State,Delaware,Hispanic or Latino,2014,Percent,0.068
State,Delaware,Non-Hispanic White,2014,Percent,0.067
State,Delaware,Total,2014,Percent,0.083
State,Delaware,Total,2014,Number,908
State,Delaware,Non-Hispanic White,2014,Number,395
State,Delaware,Hispanic or Latino,2014,Number,105
State,Delaware,Black or African American,2014,Number,362
State,Delaware,Asian and Pacific Islander,2014,Number,56
State,Delaware,American Indian,2014,Number,S
City,District of Columbia,American Indian,2012,Number,S
City,District of Columbia,Total,2012,Number,903
City,District of Columbia,Non-Hispanic White,2012,Number,178
City,District of Columbia,Hispanic or Latino,2012,Number,114
City,District of Columbia,Black or African American,2012,Number,596
City,District of Columbia,Asian and Pacific Islander,2012,Number,44
City,District of Columbia,Total,2014,Number,934
City,District of Columbia,Non-Hispanic White,2014,Number,173
City,District of Columbia,Hispanic or Latino,2014,Number,103
City,District of Columbia,Black or African American,2014,Number,638
City,District of Columbia,Asian and Pacific Islander,2014,Number,43
City,District of Columbia,American Indian,2014,Number,S
City,District of Columbia,American Indian,2011,Percent,S
City,District of Columbia,Asian and Pacific Islander,2011,Percent,0.076
City,District of Columbia,Black or African American,2011,Percent,0.132
